ListingID,AmenityID
3335,AM_008
3335,AM_010
3335,AM_013
3335,AM_015
3335,AM_016
3335,AM_020
3335,AM_022
4291,AM_005
4291,AM_010
4291,AM_012
4291,AM_014
4291,AM_016
4291,AM_020
5682,AM_001
5682,AM_006
5682,AM_012
5682,AM_015
5682,AM_018
5682,AM_019
5682,AM_020
6606,AM_005
6606,AM_008
6606,AM_012
6606,AM_016
6606,AM_020
6606,AM_021
7369,AM_010
7369,AM_011
7369,AM_012
7369,AM_015
7369,AM_018
7369,AM_019
7369,AM_020
9419,AM_002
9419,AM_008
9419,AM_012
9419,AM_014
9419,AM_015
9419,AM_016
9419,AM_020
9460,AM_001
9460,AM_002
9460,AM_003
9460,AM_004
9460,AM_005
9460,AM_006
9460,AM_009
9460,AM_010
9460,AM_011
9460,AM_012
9460,AM_014
9460,AM_015
9460,AM_016
9460,AM_018
9460,AM_019
9460,AM_020
9531,AM_005
9531,AM_006
9531,AM_010
9531,AM_012
9531,AM_014
9531,AM_015
9531,AM_020
9531,AM_022
9534,AM_005
9534,AM_006
9534,AM_010
9534,AM_012
9534,AM_014
9534,AM_015
9534,AM_016
9534,AM_020
9534,AM_022
9596,AM_005
9596,AM_008
9596,AM_010
9596,AM_013
9596,AM_016
9596,AM_020
9596,AM_021
10385,AM_005
10385,AM_010
10385,AM_012
10385,AM_014
10385,AM_016
10385,AM_020
10695,AM_005
10695,AM_010
10695,AM_012
10695,AM_013
10695,AM_014
10695,AM_016
10695,AM_020
11012,AM_005
11012,AM_006
11012,AM_008
11012,AM_010
11012,AM_012
11012,AM_013
11012,AM_014
11012,AM_015
11012,AM_016
11012,AM_020
11012,AM_021
11012,AM_022
11411,AM_005
11411,AM_010
11411,AM_012
11411,AM_014
11411,AM_016
11411,AM_020
13068,AM_002
13068,AM_005
13068,AM_010
13068,AM_012
13068,AM_013
13068,AM_014
13068,AM_020
13068,AM_021
13068,AM_022
14386,AM_006
14386,AM_010
14386,AM_013
14386,AM_014
14386,AM_015
14386,AM_020
14386,AM_021
14386,AM_022
15108,AM_006
15108,AM_007
15108,AM_010
15108,AM_014
15108,AM_015
15108,AM_020
15108,AM_021
15108,AM_022
17951,AM_005
17951,AM_006
17951,AM_008
17951,AM_012
17951,AM_013
17951,AM_014
17951,AM_020
19611,AM_004
19611,AM_005
19611,AM_006
19611,AM_010
19611,AM_011
19611,AM_012
19611,AM_013
19611,AM_014
19611,AM_016
19611,AM_017
19611,AM_018
19611,AM_019
19611,AM_020
19619,AM_002
19619,AM_004
19619,AM_005
19619,AM_006
19619,AM_010
19619,AM_011
19619,AM_012
19619,AM_013
19619,AM_014
19619,AM_016
19619,AM_017
19619,AM_018
19619,AM_019
19619,AM_020
19619,AM_021
19623,AM_001
19623,AM_004
19623,AM_005
19623,AM_006
19623,AM_010
19623,AM_011
19623,AM_012
19623,AM_013
19623,AM_014
19623,AM_016
19623,AM_017
19623,AM_018
19623,AM_019
19623,AM_020
20868,AM_005
20868,AM_010
20868,AM_012
20868,AM_013
20868,AM_014
20868,AM_016
20868,AM_020
20868,AM_022
20927,AM_005
20927,AM_007
20927,AM_016
20927,AM_020
20928,AM_007
20928,AM_012
20928,AM_014
20928,AM_016
20928,AM_020
20928,AM_021
23192,AM_002
23192,AM_005
23192,AM_006
23192,AM_010
23192,AM_012
23192,AM_014
23192,AM_020
23356,AM_002
23356,AM_005
23356,AM_020
23430,AM_004
23430,AM_005
23430,AM_006
23430,AM_010
23430,AM_011
23430,AM_012
23430,AM_013
23430,AM_014
23430,AM_016
23430,AM_017
23430,AM_018
23430,AM_019
23430,AM_020
23919,AM_005
23919,AM_007
23919,AM_008
23919,AM_010
23919,AM_013
23919,AM_014
23919,AM_016
23919,AM_020
24212,AM_002
24212,AM_004
24212,AM_005
24212,AM_006
24212,AM_010
24212,AM_011
24212,AM_012
24212,AM_013
24212,AM_014
24212,AM_016
24212,AM_017
24212,AM_018
24212,AM_019
24212,AM_020
24212,AM_021
25002,AM_005
25002,AM_006
25002,AM_007
25002,AM_010
25002,AM_012
25002,AM_013
25002,AM_014
25002,AM_016
25002,AM_020
26116,AM_001
26116,AM_005
26116,AM_006
26116,AM_010
26116,AM_012
26116,AM_015
26116,AM_018
26116,AM_019
26116,AM_020
30712,AM_010
30712,AM_013
30712,AM_020
37234,AM_006
37234,AM_013
37234,AM_016
37234,AM_020
38545,AM_005
38545,AM_010
38545,AM_012
38545,AM_016
38545,AM_020
38545,AM_022
41401,AM_005
41401,AM_010
41401,AM_013
41401,AM_016
41401,AM_020
43373,AM_010
43373,AM_013
43373,AM_016
43373,AM_020
43373,AM_022
46022,AM_005
46022,AM_010
46022,AM_012
46022,AM_013
46022,AM_014
46022,AM_015
46022,AM_016
46022,AM_020
46022,AM_022
47196,AM_001
47196,AM_006
47196,AM_012
47196,AM_018
47196,AM_019
47196,AM_020
47491,AM_010
47491,AM_016
47491,AM_020
47491,AM_022
48319,AM_002
48319,AM_005
48319,AM_010
48319,AM_011
48319,AM_013
48319,AM_016
48319,AM_017
48319,AM_020
48319,AM_022
48848,AM_005
48848,AM_010
48848,AM_013
48848,AM_014
48848,AM_016
48848,AM_020
48848,AM_022
50233,AM_003
50233,AM_005
50233,AM_008
50233,AM_010
50233,AM_012
50233,AM_013
50233,AM_014
50233,AM_015
50233,AM_016
50233,AM_020
51826,AM_003
51826,AM_006
51826,AM_010
51826,AM_012
51826,AM_013
51826,AM_014
51826,AM_015
51826,AM_016
51826,AM_020
51826,AM_022
52525,AM_010
52525,AM_012
52525,AM_014
52525,AM_015
52525,AM_016
52525,AM_020
52525,AM_022
53803,AM_003
53803,AM_006
53803,AM_010
53803,AM_012
53803,AM_013
53803,AM_014
53803,AM_015
53803,AM_016
53803,AM_020
53803,AM_022
53867,AM_001
53867,AM_006
53867,AM_012
53867,AM_013
53867,AM_014
53867,AM_015
53867,AM_016
53867,AM_018
53867,AM_019
53867,AM_020
58503,AM_005
58503,AM_006
58503,AM_008
58503,AM_010
58503,AM_012
58503,AM_013
58503,AM_014
58503,AM_015
58503,AM_016
58503,AM_020
59708,AM_002
59708,AM_004
59708,AM_005
59708,AM_006
59708,AM_010
59708,AM_011
59708,AM_012
59708,AM_013
59708,AM_014
59708,AM_016
59708,AM_017
59708,AM_018
59708,AM_019
59708,AM_020
59708,AM_021
59827,AM_004
59827,AM_005
59827,AM_006
59827,AM_010
59827,AM_011
59827,AM_012
59827,AM_013
59827,AM_014
59827,AM_016
59827,AM_017
59827,AM_018
59827,AM_020
59838,AM_004
59838,AM_005
59838,AM_006
