ListingID,host_id,host_total_listings_count,priceUSD,weekly_priceUSD,monthly_priceUSD,security_depositUSD,cleaning_feeUSD,guests_included,extra_peopleUSD,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,ScrapedID,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,require_guest_profile_picture,require_guest_phone_verification,cancellation_ID
1545801,7317822,3,325,,4999,150,40,2,50,23,9/5/2013,9/21/2015,90,9,9,9,10,10,9,0.81,2.02E+13,1,150,3 weeks ago,t,30,60,90,365,t,t,CP_002
1557314,8117658,1,105,700,2500,,70,2,0,4,9/5/2013,8/22/2015,95,10,10,10,10,10,10,0.14,2.02E+13,1,1125,4 days ago,t,30,60,90,365,f,f,CP_002
1594313,197690,3,68,,,300,25,2,20,16,9/5/2013,9/20/2015,93,9,9,10,10,9,9,0.56,2.02E+13,3,93,4 weeks ago,t,0,0,0,267,f,f,CP_001
1494986,316200,4,145,925,3625,500,90,2,10,10,9/6/2013,12/5/2015,100,10,10,10,10,9,10,0.35,2.02E+13,3,1125,today,t,22,52,78,324,f,f,CP_002
1589461,3074414,34,105,695,1895,150,60,1,15,5,9/7/2013,8/18/2015,70,8,8,8,10,9,8,0.18,2.02E+13,3,1125,4 months ago,t,30,60,90,365,f,f,CP_002
936378,4962900,169,126,,,,99,1,0,3,9/9/2013,6/28/2015,93,10,10,10,10,10,10,0.11,2.02E+13,2,1125,2 weeks ago,t,30,60,90,364,f,f,CP_002
1534622,3074414,34,39,300,1020,,40,1,15,16,9/9/2013,11/6/2015,83,9,9,9,9,10,8,0.57,2.02E+13,3,1125,today,t,30,60,90,365,f,f,CP_001
1455908,7354398,1,135,1400,4500,350,50,1,0,32,9/10/2013,11/8/2015,97,9,10,10,10,9,9,1.13,2.02E+13,2,14,4 days ago,t,10,40,70,345,f,f,CP_003
1200829,74305,34,100,,,,96,1,0,20,9/10/2013,12/16/2015,92,9,9,9,9,9,9,0.71,2.02E+13,2,90,today,t,30,58,88,171,t,t,CP_002
1493197,74305,34,275,,,,107,1,0,22,9/10/2013,12/7/2015,95,9,10,10,10,10,9,0.78,2.02E+13,2,365,today,t,26,56,86,190,t,t,CP_002
1190224,6506114,2,60,,,,,1,30,14,9/10/2013,10/19/2015,94,10,9,10,10,9,9,0.5,2.02E+13,1,1125,2 months ago,t,30,60,90,365,t,t,CP_003
934123,4962900,169,139,,,,99,1,0,10,9/13/2013,10/21/2015,90,9,9,9,10,10,9,0.36,2.02E+13,2,1125,today,t,26,56,86,360,f,f,CP_002
808134,74305,34,197,,,,113,1,0,5,9/15/2013,12/1/2015,95,9,10,10,10,10,10,0.18,2.02E+13,2,365,today,t,27,53,76,162,t,t,CP_002
922986,4962900,169,128,,,,99,1,0,15,9/15/2013,11/14/2015,88,9,9,9,9,10,9,0.53,2.02E+13,2,1125,today,t,25,55,85,359,f,f,CP_002
1511620,1243056,37,49,267,895,350,35,1,0,8,9/15/2013,9/13/2015,93,10,8,10,10,10,9,0.29,2.02E+13,4,1125,3 months ago,t,30,60,90,365,f,f,CP_002
1594328,1850689,2,122,,,100,50,4,25,9,9/16/2013,12/28/2015,96,10,10,10,10,10,10,0.32,2.02E+13,2,1125,4 weeks ago,t,27,54,54,84,f,f,CP_002
610989,3029318,1,209,1300,,,,1,0,1,9/16/2013,9/16/2013,100,10,10,10,10,10,10,0.04,2.02E+13,2,1125,2 months ago,t,0,0,0,2,f,f,CP_002
1442973,386308,1,105,625,2205,,58,2,15,14,9/17/2013,12/20/2015,97,10,10,10,9,9,10,0.5,2.02E+13,2,31,2 weeks ago,t,0,0,0,215,f,f,CP_002
931785,4962900,169,147,,,,99,1,0,24,9/17/2013,12/15/2015,96,9,10,10,9,10,10,0.86,2.02E+13,2,365,a week ago,t,27,57,87,361,f,f,CP_002
1356339,1121532,8,119,890,,200,87,1,0,61,9/18/2013,11/22/2015,96,10,10,10,10,10,9,2.18,2.02E+13,2,1125,6 weeks ago,t,8,38,68,343,f,f,CP_002
1633025,87587,4,51,,,400,,1,10,66,9/19/2013,12/16/2015,94,10,9,10,10,10,10,2.36,2.02E+13,2,1125,2 weeks ago,t,30,60,90,365,f,f,CP_001
1520533,1243056,37,49,259,845,350,35,1,0,10,9/20/2013,10/20/2015,90,8,7,9,9,10,8,0.36,2.02E+13,4,1125,3 months ago,t,23,53,83,358,f,f,CP_002
1601714,8534462,48,124,695,2425,300,50,2,15,35,9/23/2013,8/2/2014,90,9,9,9,10,9,9,1.26,2.02E+13,14,1125,a week ago,t,30,60,90,365,t,t,CP_002
1583047,4342525,1,77,,,150,25,4,0,6,9/23/2013,8/31/2015,87,10,9,9,9,10,8,0.22,2.02E+13,2,9,2 weeks ago,t,0,0,0,257,f,f,CP_001
1513847,8083183,1,200,1200,4800,95,85,2,25,20,9/29/2013,12/17/2015,99,10,10,10,10,10,9,0.72,2.02E+13,2,365,today,t,23,50,75,350,f,f,CP_003
1707064,6207,1,89,,,,35,2,25,168,9/30/2013,12/1/2015,96,10,10,10,10,10,9,6.09,2.02E+13,1,14,today,t,28,54,84,359,f,t,CP_002
1538865,8204725,1,90,500,,250,,1,0,16,9/30/2013,9/8/2015,96,10,9,10,10,10,10,0.58,2.02E+13,3,1125,5 weeks ago,t,0,0,0,244,f,f,CP_002
1520593,1243056,37,79,472,1575,350,35,1,18,10,9/30/2013,9/5/2015,72,8,6,9,9,10,8,0.36,2.02E+13,4,1125,3 months ago,t,30,60,90,365,f,f,CP_002
1602488,8539521,2,95,,,,,2,0,118,10/1/2013,11/15/2015,93,10,9,9,9,10,10,4.29,2.02E+13,1,31,2 weeks ago,t,30,60,90,365,f,f,CP_001
1123977,2051621,1,150,1000,2200,250,150,4,25,8,10/1/2013,10/19/2015,98,10,10,10,10,10,9,0.29,2.02E+13,7,1125,6 weeks ago,t,30,60,90,365,f,f,CP_002
1599856,8527472,1,125,740,2400,100,,4,20,138,10/1/2013,12/30/2015,92,9,9,10,10,9,9,5.01,2.02E+13,2,100,today,t,19,43,73,348,f,f,CP_001
1606171,8556853,1,38,,,100,,1,10,166,10/2/2013,12/31/2015,93,9,9,10,10,9,10,6.04,2.02E+13,2,365,2 weeks ago,t,21,51,81,354,t,f,CP_001
1520449,1243056,37,49,259,845,350,35,1,0,7,10/2/2013,10/2/2015,91,9,9,10,10,10,9,0.25,2.02E+13,4,1125,3 months ago,t,23,53,83,358,f,f,CP_002
1594219,197690,3,86,,,300,25,2,20,21,10/2/2013,9/26/2015,99,10,10,10,10,9,10,0.76,2.02E+13,3,93,4 weeks ago,t,0,0,0,267,f,f,CP_001
1084084,4962900,169,143,,,,99,1,0,10,10/5/2013,11/17/2015,94,10,9,10,10,10,8,0.36,2.02E+13,2,1125,today,t,30,60,90,364,f,f,CP_002
368403,4186078,1,550,3950,13500,500,300,4,35,5,10/6/2013,8/24/2015,100,10,10,10,10,10,10,0.18,2.02E+13,4,30,today,t,16,46,76,335,f,f,CP_002
1686930,8916363,1,159,,,250,99,1,0,62,10/8/2013,12/7/2015,97,10,10,10,10,10,9,2.27,2.02E+13,1,1125,today,t,11,38,68,309,f,f,CP_002
1539463,5312600,1,75,550,1600,150,15,1,15,30,10/9/2013,8/24/2015,98,10,10,10,10,10,10,1.1,2.02E+13,2,180,3 months ago,t,30,60,90,365,f,f,CP_001
1715582,9046761,1,65,,,,,1,10,25,10/13/2013,11/27/2014,100,10,10,10,10,9,10,0.92,2.02E+13,2,1125,4 weeks ago,t,0,0,0,94,f,f,CP_001
1609922,3494510,1,150,,,100,90,2,10,26,10/14/2013,11/29/2015,94,10,9,10,10,10,9,0.96,2.02E+13,4,1125,yesterday,t,0,10,11,16,f,f,CP_001
1652107,5325329,9,175,,,250,100,7,40,56,10/14/2013,12/23/2015,92,9,9,10,10,8,9,2.07,2.02E+13,1,90,today,t,20,46,76,165,f,f,CP_002
1556170,8284327,3,69,,,200,70,1,20,68,10/14/2013,10/28/2015,91,9,10,10,10,9,9,2.51,2.02E+13,2,30,4 days ago,t,30,60,90,347,t,t,CP_002
1758935,3401993,3,62,350,,,,2,50,206,10/14/2013,12/26/2015,95,10,10,10,10,9,10,7.6,2.02E+13,1,1125,4 weeks ago,t,24,54,84,348,f,f,CP_001
1762354,9263662,2,120,,2000,200,25,2,25,24,10/14/2013,12/10/2015,96,10,10,10,10,10,9,0.89,2.02E+13,3,1125,a week ago,t,0,0,0,0,f,f,CP_001
1622794,804996,3,145,,,,25,2,15,100,10/14/2013,11/21/2015,98,10,10,10,10,10,9,3.69,2.02E+13,2,60,7 weeks ago,t,0,2,30,305,f,t,CP_001
1136984,2230478,2,150,1000,2500,100,50,2,5,65,10/15/2013,12/3/2015,94,9,9,9,10,10,9,2.4,2.02E+13,3,1125,4 days ago,t,2,17,34,305,f,f,CP_002
1773803,8026420,2,89,600,1995,100,25,2,20,124,10/17/2013,12/6/2015,82,9,8,9,9,9,8,4.59,2.02E+13,1,90,today,t,27,57,87,362,f,t,CP_002
1709737,4994370,2,250,,,,50,4,50,24,10/17/2013,8/8/2015,91,10,8,10,10,9,9,0.89,2.02E+13,2,1125,3 weeks ago,t,30,60,90,364,t,t,CP_002
936177,4962900,169,135,,,,99,1,0,17,10/17/2013,11/8/2015,94,9,10,10,10,10,9,0.63,2.02E+13,2,1125,today,t,28,58,88,362,f,f,CP_002
1251813,661691,163,170,1265,,,83,1,0,1,10/18/2013,10/18/2013,100,10,10,10,10,10,10,0.04,2.02E+13,1,7,5 days ago,t,30,60,90,365,f,f,CP_002
1684236,8905591,1,100,,,200,50,1,0,49,10/18/2013,11/16/2015,98,10,10,10,10,10,10,1.82,2.02E+13,4,1125,today,t,28,53,78,348,f,f,CP_001
769213,4057441,1,124,738,,,,1,0,164,10/20/2013,1/2/2016,98,10,10,10,10,10,10,6.1,2.02E+13,3,7,today,t,12,31,61,336,t,t,CP_002
674113,3401993,3,42,250,,,,1,35,190,10/20/2013,12/1/2015,96,10,10,10,10,9,10,7.06,2.02E+13,1,20,4 weeks ago,t,0,0,0,275,f,f,CP_001
1768883,9263662,2,175,,3000,200,25,5,25,6,10/21/2013,7/14/2015,93,9,9,10,10,9,8,0.22,2.02E+13,6,31,5 weeks ago,t,0,0,0,2,f,f,CP_002
1802663,9450725,1,100,600,2100,95,40,2,35,49,10/22/2013,1/1/2016,94,10,10,10,10,10,9,1.83,2.02E+13,2,35,2 days ago,t,20,42,72,343,f,f,CP_001
1790020,1382925,3,89,,,,10,1,10,193,10/27/2013,12/28/2015,90,9,9,9,9,10,9,7.24,2.02E+13,1,14,3 weeks ago,t,30,60,90,365,f,f,CP_002
1818768,5589030,1,70,520,1600,,,2,40,56,10/27/2013,9/29/2015,95,10,9,10,10,10,9,2.1,2.02E+13,2,14,4 weeks ago,t,24,54,83,83,f,f,CP_001
1084046,4962900,169,165,,,,99,1,0,11,10/28/2013,10/3/2015,96,9,9,10,10,10,10,0.41,2.02E+13,2,1125,today,t,23,53,83,357,f,f,CP_002
1793138,9330646,2,77,510,2250,,,1,6,13,10/28/2013,10/7/2015,95,10,9,10,10,10,10,0.49,2.02E+13,1,1125,a week ago,t,0,0,11,286,f,f,CP_002
682135,222538,1,91,,,125,75,1,25,7,10/29/2013,9/27/2015,96,10,10,10,10,10,10,0.26,2.02E+13,2,21,3 months ago,t,0,3,31,306,f,f,CP_001
1782140,9354671,1,99,900,3000,,35,1,0,87,10/30/2013,12/18/2015,94,10,10,10,10,10,9,3.27,2.02E+13,1,1125,5 days ago,t,8,23,32,300,f,f,CP_001
1857141,9691769,1,115,800,,,,2,0,44,11/4/2013,1/3/2016,94,10,9,10,10,10,9,1.67,2.02E+13,1,1125,today,t,14,42,71,71,f,f,CP_003
1484651,7942852,1,150,,,,,3,0,49,11/4/2013,11/7/2015,93,9,9,10,10,8,9,1.86,2.02E+13,1,1125,3 weeks ago,t,30,56,85,360,f,f,CP_003
555182,2222321,3,250,1300,4300,,,6,20,13,11/4/2013,8/7/2015,88,9,10,9,10,9,9,0.49,2.02E+13,1,1125,4 days ago,t,30,60,90,365,f,f,CP_002
186328,895223,1,250,1900,,100,100,5,100,1,11/8/2013,11/8/2013,,,,,,,,0.04,2.02E+13,3,15,8 months ago,t,0,26,56,331,f,f,CP_002
1815304,9508208,1,79,,,,,0,0,139,11/8/2013,12/31/2015,91,9,8,10,10,10,9,5.29,2.02E+13,2,19,yesterday,t,13,35,51,324,t,t,CP_002
1856253,476303,1,50,400,,,,1,35,30,11/8/2013,11/7/2015,100,10,10,10,10,10,10,1.14,2.02E+13,1,4,6 weeks ago,t,27,57,87,362,f,f,CP_003
1651324,8758451,2,90,900,,,20,2,0,88,11/12/2013,12/16/2015,89,9,9,10,10,9,9,3.37,2.02E+13,2,1125,today,t,10,27,50,206,f,f,CP_002
1742425,3948039,1,95,700,,350,85,2,50,48,11/12/2013,12/20/2015,93,9,9,10,10,10,9,1.84,2.02E+13,2,10,4 days ago,t,21,51,80,80,f,f,CP_002
1796302,7468167,1,65,,,150,,1,10,150,11/12/2013,12/10/2015,98,10,10,10,10,10,10,5.74,2.02E+13,2,21,yesterday,t,5,9,25,25,f,f,CP_001
931758,4962900,169,135,,,,99,1,0,24,11/13/2013,12/26/2015,92,9,9,10,10,9,9,0.92,2.02E+13,2,1125,today,t,25,55,85,356,f,f,CP_002
1817878,9519939,1,160,,,400,100,4,10,4,11/22/2013,9/1/2015,95,9,10,10,10,9,10,0.16,2.02E+13,3,365,today,t,0,0,0,269,f,f,CP_003
1898511,9059113,2,60,,,,10,1,10,34,11/23/2013,10/13/2014,95,9,10,9,10,9,9,1.32,2.02E+13,1,5,3 months ago,t,21,51,80,80,f,f,CP_003
1777158,9330646,2,92,594,2495,,,1,6,28,11/25/2013,11/8/2015,100,10,10,10,10,10,10,1.09,2.02E+13,1,1125,a week ago,t,0,0,11,286,f,f,CP_002
1764233,3074414,34,42,320,1050,,35,1,15,12,11/26/2013,9/1/2015,65,8,6,8,8,9,8,0.47,2.02E+13,2,1125,2 weeks ago,t,0,28,58,333,f,f,CP_002
1851863,9671138,1,95,550,1450,250,50,1,15,28,11/27/2013,9/27/2015,96,10,10,10,10,9,10,1.09,2.02E+13,2,1125,2 months ago,t,3,4,19,294,f,f,CP_002
1738425,236709,2,72,329,1199,,15,1,25,46,11/28/2013,11/2/2015,97,9,10,10,10,9,10,1.8,2.02E+13,1,1125,2 weeks ago,t,24,54,84,359,f,f,CP_001
937370,4962900,169,156,,,,99,1,0,27,12/1/2013,12/24/2015,91,9,9,9,9,9,9,1.06,2.02E+13,2,1125,today,t,27,57,87,361,f,f,CP_002
1733747,236709,2,72,327,1199,,15,1,25,41,12/1/2013,10/21/2015,97,9,10,10,10,9,10,1.61,2.02E+13,1,1125,2 weeks ago,t,24,54,84,359,f,f,CP_001
1880734,9791687,1,250,,,250,80,1,0,20,12/1/2013,8/11/2015,96,10,10,10,10,10,10,0.78,2.02E+13,2,5,5 weeks ago,t,29,59,89,364,f,f,CP_002
1724849,9091378,1,275,1200,2800,,,0,0,11,12/2/2013,11/1/2014,93,10,8,9,10,10,10,0.43,2.02E+13,1,1125,2 months ago,t,0,21,51,326,f,f,CP_003
1974131,9195336,1,120,900,3500,,,2,20,182,12/2/2013,12/29/2015,100,10,10,10,10,10,10,7.15,2.02E+13,2,30,yesterday,t,14,30,48,287,t,t,CP_002
1900698,3118422,1,50,325,1200,95,,1,10,81,12/3/2013,11/2/2015,91,9,9,10,10,9,9,3.18,2.02E+13,2,1125,a week ago,t,0,10,40,313,t,t,CP_002
931154,4962900,169,143,,,,99,1,0,21,12/7/2013,11/5/2015,96,9,9,10,10,10,9,0.83,2.02E+13,2,1125,today,t,25,55,85,359,f,f,CP_002
241016,956883,3,115,,,,20,2,5,17,12/10/2013,12/26/2015,95,10,9,10,10,9,9,0.67,2.02E+13,2,60,3 weeks ago,t,19,49,79,354,f,f,CP_001
1672979,2537803,1,68,450,,,30,2,0,18,12/10/2013,8/17/2015,96,9,9,10,10,8,10,0.71,2.02E+13,2,30,3 months ago,t,30,60,90,365,f,f,CP_003
1844791,7964921,2,175,,,500,95,4,30,29,12/10/2013,10/4/2015,96,10,9,10,10,10,9,1.15,2.02E+13,3,1125,today,t,19,19,19,294,f,f,CP_002
1856851,9059113,2,87,510,1099,,15,1,5,45,12/13/2013,11/23/2015,95,9,10,10,10,9,9,1.79,2.02E+13,1,90,5 weeks ago,t,22,52,82,189,f,f,CP_003
571651,862329,11,69,,,100,35,1,15,4,12/14/2013,3/1/2014,86,9,8,10,10,8,8,0.16,2.02E+13,1,30,5 days ago,t,30,60,90,365,t,t,CP_002
1602421,39377,3,45,285,850,,,1,15,18,12/17/2013,12/1/2015,93,9,9,10,10,10,10,0.72,2.02E+13,1,1125,2 months ago,t,0,0,0,124,f,f,CP_001
1520581,1243056,37,65,349,1095,350,35,1,0,9,12/20/2013,6/23/2015,91,9,7,10,10,10,9,0.36,2.02E+13,4,1125,2 months ago,t,15,45,75,350,f,f,CP_002
1815472,6372203,7,150,,,200,,1,0,75,12/22/2013,12/6/2015,89,9,9,9,9,8,9,3.02,2.02E+13,1,1125,yesterday,t,9,29,56,320,f,f,CP_002
1950446,225845,2,129,,,,40,4,20,136,12/23/2013,12/9/2015,84,9,8,9,9,9,9,5.49,2.02E+13,1,1125,today,t,22,52,82,167,f,f,CP_001
1520549,1243056,37,65,349,1095,350,35,1,0,4,12/23/2013,10/1/2015,80,10,8,10,10,10,9,0.16,2.02E+13,4,1125,5 weeks ago,t,0,28,58,333,f,f,CP_002
1928010,8315334,3,79,,,150,25,2,49,132,12/25/2013,11/29/2015,95,10,10,10,10,10,9,5.34,2.02E+13,1,7,3 days ago,t,25,51,76,340,f,f,CP_003
2027236,8798441,1,60,357,1260,,15,2,20,144,12/28/2013,12/1/2015,93,9,10,10,9,9,10,5.85,2.02E+13,1,30,3 weeks ago,t,29,59,89,363,f,f,CP_002
1732441,1214247,2,85,500,1800,,20,2,25,48,12/28/2013,1/1/2016,98,10,9,10,10,9,10,1.95,2.02E+13,2,60,yesterday,t,30,60,90,365,f,f,CP_003
1772119,9555890,5,58,430,,200,30,1,0,68,12/30/2013,11/29/2015,100,10,10,10,10,10,10,2.77,2.02E+13,2,29,a week ago,t,17,47,77,342,f,f,CP_002
2110357,5486995,1,99,599,1999,,,1,25,191,12/30/2013,12/21/2015,97,10,9,10,10,10,10,7.79,2.02E+13,1,30,4 weeks ago,t,28,58,84,352,f,f,CP_001
1851837,9671018,1,95,550,2455,100,50,1,25,9,12/30/2013,5/19/2015,96,9,10,9,10,9,9,0.37,2.02E+13,1,21,2 weeks ago,t,0,0,0,156,f,f,CP_001
1783382,9361239,1,150,900,,200,40,1,10,15,12/31/2013,9/28/2015,98,10,9,10,10,9,9,0.61,2.02E+13,2,6,3 weeks ago,t,17,47,77,352,f,f,CP_001
1956094,9337200,1,85,,,,,2,10,82,12/31/2013,12/30/2015,94,10,10,10,10,10,9,3.35,2.02E+13,1,1125,4 weeks ago,t,15,29,29,234,f,f,CP_001
2016613,10371342,1,300,1950,,250,,8,25,16,1/1/2014,12/1/2015,94,10,9,10,10,8,9,0.65,2.02E+13,3,31,2 weeks ago,t,23,53,83,340,f,f,CP_001
2004931,8534462,48,167,1300,4200,300,60,2,20,48,1/1/2014,10/22/2015,96,9,10,10,10,10,9,1.96,2.02E+13,2,1125,today,t,27,57,87,268,t,t,CP_002
2032805,9555890,5,70,485,,200,30,1,0,52,1/2/2014,11/17/2015,100,10,10,10,10,10,10,2.13,2.02E+13,2,29,a week ago,t,15,45,75,340,f,f,CP_002
443942,64955,1,125,,,300,85,1,80,13,1/2/2014,8/14/2015,94,9,10,9,9,10,9,0.53,2.02E+13,2,6,5 weeks ago,t,30,60,90,365,f,f,CP_002
1200083,4962900,169,104,,,,99,1,0,10,1/2/2014,10/7/2015,94,9,10,9,10,10,10,0.41,2.02E+13,2,1125,today,t,26,56,86,360,f,f,CP_002
2103939,10727475,2,70,400,,100,25,2,15,33,1/2/2014,11/15/2015,89,9,10,9,9,9,9,1.35,2.02E+13,3,30,4 days ago,t,26,53,81,81,f,f,CP_001
1897000,2498708,1,155,600,1500,750,75,2,0,15,1/3/2014,7/28/2015,98,9,9,10,10,10,9,0.61,2.02E+13,1,6,6 months ago,t,28,58,88,363,f,f,CP_001
1944596,10058153,1,103,,,,,1,0,29,1/5/2014,12/2/2015,97,10,10,10,10,10,10,1.19,2.02E+13,1,1125,5 months ago,t,10,24,36,255,f,f,CP_003
935671,4962900,169,147,,,,99,1,0,23,1/6/2014,12/17/2015,91,9,9,9,9,10,9,0.95,2.02E+13,2,1125,today,t,18,48,78,352,f,f,CP_002
2075094,2318574,3,68,,,200,80,2,25,35,1/6/2014,10/4/2015,92,9,9,10,9,10,9,1.44,2.02E+13,1,3,6 weeks ago,t,30,60,90,365,f,f,CP_001
1820794,9533123,1,99,725,2250,,,2,25,106,1/7/2014,12/30/2015,99,10,10,10,10,10,10,4.37,2.02E+13,2,1125,4 days ago,t,6,22,44,231,f,f,CP_001
1826155,9555890,5,111,850,,200,30,2,0,75,1/11/2014,12/17/2015,100,10,10,10,10,10,10,3.11,2.02E+13,2,29,a week ago,t,23,53,83,343,f,f,CP_002
2130652,10870042,2,150,,,,40,2,10,96,1/12/2014,12/18/2015,91,9,9,10,9,9,9,3.98,2.02E+13,2,1125,2 weeks ago,t,8,28,51,302,f,f,CP_003
1799255,9435135,1,90,500,,,,1,0,55,1/13/2014,11/17/2015,97,10,9,10,10,10,10,2.29,2.02E+13,2,1125,6 weeks ago,t,27,57,87,362,f,f,CP_003
1323634,862329,11,89,,,100,40,1,13,1,1/14/2014,1/14/2014,100,10,10,10,10,10,10,0.04,2.02E+13,1,30,5 days ago,t,30,60,90,365,t,t,CP_002
1618842,8612866,1,95,625,2000,,40,2,20,115,1/15/2014,12/15/2015,99,10,10,10,10,10,10,4.79,2.02E+13,2,30,4 weeks ago,t,3,21,49,313,f,f,CP_001
2112625,10771753,1,56,345,1060,,30,1,19,18,1/15/2014,12/21/2015,98,10,10,10,10,9,10,0.75,2.02E+13,2,260,3 weeks ago,t,0,3,33,292,f,f,CP_003
2026794,10392662,2,54,,,,15,1,10,100,1/18/2014,12/12/2015,91,9,9,10,10,10,9,4.18,2.02E+13,1,1125,5 weeks ago,t,26,56,85,85,f,f,CP_001
1827586,2323745,1,375,,,250,100,8,25,17,1/20/2014,7/15/2015,94,10,9,10,10,10,10,0.71,2.02E+13,2,365,6 weeks ago,t,30,60,90,365,f,f,CP_002
1100714,6046471,2,75,512,1806,,,1,10,134,1/21/2014,11/21/2015,80,8,8,9,9,9,8,5.63,2.02E+13,2,30,2 weeks ago,t,17,47,76,76,f,f,CP_002
1909058,2497928,1,80,575,,150,,1,10,58,1/27/2014,12/7/2015,99,10,10,10,10,10,10,2.46,2.02E+13,3,14,5 weeks ago,t,20,49,71,346,f,f,CP_001
1856970,9690840,2,70,450,,,,1,15,183,1/27/2014,12/30/2015,97,10,10,10,10,9,10,7.75,2.02E+13,2,7,4 weeks ago,t,30,60,90,362,f,f,CP_001
2191169,4962900,169,142,,,,99,1,0,18,1/27/2014,12/13/2015,94,9,10,10,10,10,9,0.76,2.02E+13,2,1125,today,t,30,60,90,324,f,f,CP_002
2197168,11206862,1,135,875,3100,250,50,2,15,79,1/27/2014,1/1/2016,99,10,10,10,10,10,10,3.35,2.02E+13,2,1125,today,t,9,9,9,264,f,f,CP_001
2039149,5325329,9,225,,,300,100,8,40,121,1/30/2014,12/21/2015,91,9,9,10,10,9,9,5.15,2.02E+13,1,90,today,t,17,42,58,124,f,f,CP_002
1954452,8534462,48,220,1000,3400,300,60,2,15,71,2/2/2014,11/2/2015,96,9,10,10,10,10,9,3.03,2.02E+13,14,1125,a week ago,t,30,60,90,179,t,t,CP_002
2194715,11194155,1,82,,,,8,0,0,50,2/3/2014,12/23/2015,94,10,9,10,10,10,9,2.14,2.02E+13,1,4,2 weeks ago,t,0,5,35,310,f,f,CP_003
2260626,11543719,1,55,,,,,1,10,86,2/9/2014,12/1/2015,88,9,9,9,10,9,9,3.71,2.02E+13,1,28,4 weeks ago,t,30,60,90,365,f,f,CP_001
2203983,11245279,1,80,480,,100,25,1,0,29,2/10/2014,12/6/2015,94,9,10,10,10,9,9,1.25,2.02E+13,2,10,3 days ago,t,0,0,0,3,f,f,CP_001
935862,4962900,169,143,,,,99,1,0,11,2/11/2014,11/23/2015,94,10,9,10,10,10,10,0.48,2.02E+13,2,1125,a week ago,t,23,53,83,357,f,f,CP_002
2238105,7727480,1,100,575,1800,,30,1,0,62,2/16/2014,12/28/2015,97,10,10,10,10,10,9,2.7,2.02E+13,4,15,2 weeks ago,t,1,1,1,206,f,f,CP_001
2367298,1545100,1,129,,,,60,1,0,109,2/16/2014,12/14/2015,94,9,9,10,10,10,9,4.75,2.02E+13,2,1125,2 days ago,t,30,60,90,365,f,f,CP_001
2297917,11737076,1,125,800,1800,,,2,25,45,2/16/2014,10/20/2015,96,10,10,10,10,9,9,1.96,2.02E+13,1,1125,4 days ago,t,27,45,75,350,f,f,CP_002
1882316,1102542,1,249,1600,6000,200,100,1,0,37,2/17/2014,12/27/2015,93,9,10,9,10,9,9,1.62,2.02E+13,3,365,4 weeks ago,t,11,11,11,286,f,f,CP_003
2154617,4944541,1,150,950,3700,,,2,35,159,2/17/2014,12/18/2015,96,10,9,10,10,10,9,6.94,2.02E+13,1,29,today,t,22,51,81,340,f,f,CP_001
1778989,4994370,2,120,,,,25,1,0,53,2/17/2014,12/29/2015,95,10,9,10,10,9,9,2.31,2.02E+13,1,1125,2 weeks ago,t,5,5,5,265,t,t,CP_001
2020505,10385963,1,142,,,,40,1,0,63,2/18/2014,10/19/2015,99,10,10,10,10,10,10,2.76,2.02E+13,3,10,2 weeks ago,t,21,46,67,156,f,f,CP_001
1914051,9232171,2,114,678,2394,250,50,2,50,66,2/18/2014,12/13/2015,95,10,10,10,10,10,10,2.89,2.02E+13,2,1125,today,t,10,35,38,309,f,f,CP_002
1433440,7703876,1,65,330,900,200,25,1,5,14,2/18/2014,11/3/2015,88,10,10,9,9,9,9,0.61,2.02E+13,2,1125,3 weeks ago,t,0,5,35,223,f,f,CP_001
1976382,1121532,8,119,890,,300,88,1,0,32,2/18/2014,10/30/2015,95,10,10,10,10,10,9,1.4,2.02E+13,2,1125,2 weeks ago,t,30,60,90,365,f,f,CP_002
2197982,9931335,1,80,500,1900,150,60,2,10,72,2/19/2014,12/6/2015,98,10,10,10,10,9,10,3.15,2.02E+13,2,1125,5 weeks ago,t,10,40,51,310,f,f,CP_001
1956274,7466082,1,125,900,3750,250,75,0,0,48,2/20/2014,12/1/2015,100,10,10,10,10,10,10,2.11,2.02E+13,3,1125,a week ago,t,27,49,79,354,f,f,CP_002
1978743,9555890,5,87,600,,200,30,1,0,49,2/20/2014,11/20/2015,99,10,10,10,10,10,10,2.15,2.02E+13,2,29,a week ago,t,17,47,77,340,f,f,CP_002
2268329,11582791,1,65,357,1260,,35,2,25,23,2/20/2014,10/4/2015,91,10,9,9,9,10,9,1.01,2.02E+13,1,1125,2 weeks ago,t,30,60,90,272,f,f,CP_003
2267088,9560339,1,110,785,2750,,40,4,25,60,2/22/2014,12/29/2015,97,10,10,10,10,10,10,2.64,2.02E+13,2,1125,3 days ago,t,12,26,41,283,f,f,CP_001
2373176,9232171,2,117,696,2457,250,50,2,50,72,2/22/2014,1/3/2016,97,10,10,10,10,10,10,3.17,2.02E+13,2,1125,today,t,8,31,61,336,f,f,CP_002
